"X","Y","name"
-60.6302606,-32.9475437,"Intersection 25837"
-60.6302565,-32.9477314,"Intersection 25838"
-60.6302533,-32.948118,"Intersection 25839"
-60.6302532,-32.9901495,"Intersection 25840"
-60.6302473,-32.9480936,"Intersection 25841"
-60.6302464,-32.9482639,"Intersection 25842"
-60.630243,-32.9843634,"Intersection 25843"
-60.6302412,-32.9475478,"Intersection 25844"
-60.6302366,-32.9477355,"Intersection 25845"
-60.6302361,-32.9456847,"Intersection 25846"
-60.6302275,-32.9615968,"Intersection 25847"
-60.6302272,-32.9477375,"Intersection 25848"
-60.6302268,-32.9480106,"Intersection 25849"
-60.6302218,-32.9475519,"Intersection 25850"
-60.6302214,-33.0278166,"Intersection 25851"
-60.630221,-32.9982395,"Intersection 25852"
-60.63022,-33.0282224,"Intersection 25853"
-60.6302089,-32.9480997,"Intersection 25854"
-60.6302024,-32.947556,"Intersection 25855"
-60.6301966,-32.9987067,"Intersection 25856"
-60.6301952,-32.947744,"Intersection 25857"
-60.6301919,-32.9987964,"Intersection 25858"
-60.630189,-33.0254707,"Intersection 25859"
-60.6301864,-32.9493748,"Intersection 25860"
-60.6301843,-32.9556276,"Intersection 25861"
-60.6301825,-32.9475602,"Intersection 25862"
-60.6301775,-32.9477476,"Intersection 25863"
-60.6301759,-32.9493269,"Intersection 25864"
-60.6301751,-32.9727787,"Intersection 25865"
-60.6301698,-32.9992152,"Intersection 25866"
-60.6301561,-32.9492428,"Intersection 25867"
-60.6301416,-32.9458305,"Intersection 25868"
-60.6301335,-32.9784135,"Intersection 25869"
-60.6301287,-32.9982366,"Intersection 25870"
-60.6301204,-32.9491029,"Intersection 25871"
-60.6301193,-33.0156312,"Intersection 25872"
-60.6301133,-32.9479173,"Intersection 25873"
-60.6301124,-32.9448464,"Intersection 25874"
-60.63011,-32.9454782,"Intersection 25875"
-60.6301042,-32.9478891,"Intersection 25876"
-60.630103,-32.9987036,"Intersection 25877"
-60.6300981,-32.9987934,"Intersection 25878"
-60.6300929,-32.9494704,"Intersection 25879"
-60.6300862,-32.9479249,"Intersection 25880"
-60.63008,-32.972403,"Intersection 25881"
-60.6300786,-32.9478104,"Intersection 25882"
-60.6300783,-32.9478963,"Intersection 25883"
-60.6300749,-32.9992109,"Intersection 25884"
-60.6300722,-32.9493952,"Intersection 25885"
-60.6300656,-32.9477704,"Intersection 25886"
-60.6300618,-32.9493468,"Intersection 25887"
-60.6300512,-32.947726,"Intersection 25888"
-60.6300484,-32.9478172,"Intersection 25889"
-60.6300466,-32.9480142,"Intersection 25890"
-60.6300423,-32.9492571,"Intersection 25891"
-60.6300293,-32.9478215,"Intersection 25892"
-60.6300243,-32.9892311,"Intersection 25893"
-60.6300242,-32.947732,"Intersection 25894"
-60.630023,-32.9476393,"Intersection 25895"
-60.6300203,-32.9457398,"Intersection 25896"
-60.630018,-32.9819468,"Intersection 25897"
-60.6300177,-32.9816124,"Intersection 25898"
-60.6300171,-32.9820689,"Intersection 25899"
-60.6300167,-32.9476197,"Intersection 25900"
-60.6300138,-32.9486851,"Intersection 25901"
-60.6300133,-33.0024851,"Intersection 25902"
-60.6300011,-32.9664142,"Intersection 25903"
-60.6300002,-32.9477374,"Intersection 25904"
-60.6299948,-32.9469467,"Intersection 25905"
-60.6299903,-32.9476458,"Intersection 25906"
-60.6299873,-32.9485814,"Intersection 25907"
-60.6299856,-32.9925957,"Intersection 25908"
-60.6299845,-32.9476245,"Intersection 25909"
-60.6299819,-32.9777923,"Intersection 25910"
-60.6299643,-32.9832344,"Intersection 25911"
-60.6299635,-32.9480642,"Intersection 25912"
-60.6299535,-33.0037022,"Intersection 25913"
-60.6299517,-32.9468142,"Intersection 25914"
-60.6299509,-32.9473517,"Intersection 25915"
-60.6299471,-32.993432,"Intersection 25916"
-60.6299433,-32.9479563,"Intersection 25917"
-60.6299237,-32.9604609,"Intersection 25918"
-60.6299178,-33.0047134,"Intersection 25919"
-60.6299132,-33.0086275,"Intersection 25920"
-60.6299052,-32.9474866,"Intersection 25921"
-60.6299037,-32.9544618,"Intersection 25922"
-60.6299009,-32.9478504,"Intersection 25923"
-60.6298965,-33.0109551,"Intersection 25924"
-60.6298932,-32.9480403,"Intersection 25925"
-60.6298869,-32.949171,"Intersection 25926"
-60.6298735,-32.9477654,"Intersection 25927"
-60.6298624,-33.027811,"Intersection 25928"
-60.62986,-32.9480851,"Intersection 25929"
-60.629856,-32.9808819,"Intersection 25930"
-60.6298529,-33.0330454,"Intersection 25931"
-60.6298498,-32.977251,"Intersection 25932"
-60.6298487,-33.0120539,"Intersection 25933"
-60.6298409,-33.0300424,"Intersection 25934"
-60.6298382,-32.9456035,"Intersection 25935"
-60.6298233,-32.948066,"Intersection 25936"
-60.6298101,-32.9908813,"Intersection 25937"
-60.6298071,-32.9934283,"Intersection 25938"
-60.6298032,-33.0315454,"Intersection 25939"
-60.6297951,-32.9913282,"Intersection 25940"
-60.6297931,-32.9712582,"Intersection 25941"
-60.6297791,-32.9917202,"Intersection 25942"
-60.6297778,-33.0331128,"Intersection 25943"
-60.6297692,-32.9921447,"Intersection 25944"
-60.6297675,-32.9921982,"Intersection 25945"
-60.6297645,-32.9943489,"Intersection 25946"
-60.629763,-32.9475984,"Intersection 25947"
-60.6297568,-32.9475791,"Intersection 25948"
-60.629755,-32.9925911,"Intersection 25949"
-60.62975,-32.9710964,"Intersection 25950"
-60.6297465,-32.9476769,"Intersection 25951"
-60.6297382,-32.9489795,"Intersection 25952"
-60.6297368,-33.033778,"Intersection 25953"
-60.6297296,-32.9880495,"Intersection 25954"
-60.6297227,-32.9489977,"Intersection 25955"
-60.6297218,-33.0330397,"Intersection 25956"
-60.6297187,-33.0210885,"Intersection 25957"
-60.629713,-32.9652727,"Intersection 25958"
-60.6297093,-32.9925901,"Intersection 25959"
-60.6297061,-32.9952914,"Intersection 25960"
-60.6297033,-32.9766505,"Intersection 25961"
-60.6296932,-33.0344925,"Intersection 25962"
-60.6296865,-32.94549,"Intersection 25963"
-60.6296712,-33.006709,"Intersection 25964"
-60.629671,-32.9934247,"Intersection 25965"
-60.6296694,-32.9965307,"Intersection 25966"
-60.6296594,-32.9480703,"Intersection 25967"
-60.629657,-32.9476387,"Intersection 25968"
-60.6296513,-32.9593799,"Intersection 25969"
-60.6296481,-33.0352287,"Intersection 25970"
-60.6296412,-32.997229,"Intersection 25971"
-60.629638,-32.9476178,"Intersection 25972"
-60.629631,-32.9491049,"Intersection 25973"
-60.6296241,-32.9592798,"Intersection 25974"
-60.62961,-32.9491297,"Intersection 25975"
-60.6296091,-32.9816021,"Intersection 25976"
-60.6296085,-33.0210834,"Intersection 25977"
-60.6296085,-32.9982201,"Intersection 25978"
-60.6296048,-32.9454289,"Intersection 25979"
-60.6295881,-32.9532653,"Intersection 25980"
-60.6295867,-32.9986864,"Intersection 25981"
-60.6295825,-32.9987768,"Intersection 25982"
-60.6295722,-32.9475453,"Intersection 25983"
-60.6295699,-33.0289809,"Intersection 25984"
-60.6295639,-32.9760793,"Intersection 25985"
-60.6295633,-32.9991877,"Intersection 25986"
-60.6295565,-32.9993333,"Intersection 25987"
-60.6295545,-32.9475257,"Intersection 25988"
-60.6295315,-33.000345,"Intersection 25989"
-60.6295177,-32.9476938,"Intersection 25990"
-60.6295085,-32.9701551,"Intersection 25991"
-60.6294868,-32.945562,"Intersection 25992"
-60.6294837,-32.9488369,"Intersection 25993"
-60.6294787,-32.9700455,"Intersection 25994"
-60.6294754,-33.001398,"Intersection 25995"
-60.6294685,-32.9474308,"Intersection 25996"
-60.6294531,-32.9869389,"Intersection 25997"
-60.6294413,-32.9473062,"Intersection 25998"
-60.6294346,-32.952664,"Intersection 25999"
-60.6294302,-33.0024669,"Intersection 26000"
-60.6294282,-33.0154311,"Intersection 26001"
-60.6294222,-32.9809562,"Intersection 26002"
-60.6294042,-32.9641249,"Intersection 26003"
-60.6294038,-33.0230814,"Intersection 26004"
-60.6293837,-32.9472332,"Intersection 26005"
-60.6293836,-32.9473372,"Intersection 26006"
-60.6293534,-32.9490039,"Intersection 26007"
-60.6293443,-33.0304394,"Intersection 26008"
-60.6293342,-32.9472827,"Intersection 26009"
-60.6293266,-32.9476692,"Intersection 26010"
-60.6293238,-32.9581269,"Intersection 26011"
-60.6293191,-32.9487802,"Intersection 26012"
-60.6292959,-32.9489716,"Intersection 26013"
-60.6292939,-32.9863063,"Intersection 26014"
-60.6292938,-32.9749721,"Intersection 26015"
-60.6292917,-32.9520629,"Intersection 26016"
-60.629284,-33.015889,"Intersection 26017"
-60.6292765,-32.9908617,"Intersection 26018"
-60.629275,-33.0024621,"Intersection 26019"
-60.6292746,-32.9804466,"Intersection 26020"
-60.6292689,-32.9496204,"Intersection 26021"
-60.6292635,-32.9451735,"Intersection 26022"
-60.6292537,-33.0164106,"Intersection 26023"
-60.6292508,-32.9488115,"Intersection 26024"
-60.6292472,-32.9495425,"Intersection 26025"
-60.6292409,-32.9470522,"Intersection 26026"
-60.6292177,-32.992191,"Intersection 26027"
-60.6292174,-32.9489033,"Intersection 26028"
-60.6292103,-33.0173284,"Intersection 26029"
-60.6292061,-32.9470008,"Intersection 26030"
-60.6292051,-32.947604,"Intersection 26031"
-60.6291934,-33.0243068,"Intersection 26032"
-60.6291904,-32.9469681,"Intersection 26033"
-60.62919,-33.0243533,"Intersection 26034"
-60.6291846,-33.0244271,"Intersection 26035"
-60.6291842,-32.9689484,"Intersection 26036"
-60.6291765,-33.0182398,"Intersection 26037"
-60.629165,-32.9494459,"Intersection 26038"
-60.6291649,-32.9491801,"Intersection 26039"
-60.6291605,-33.0294325,"Intersection 26040"
-60.6291575,-32.9496423,"Intersection 26041"
-60.6291512,-32.9857388,"Intersection 26042"
-60.629148,-32.9743749,"Intersection 26043"
-60.6291414,-33.0191841,"Intersection 26044"
-60.6291373,-32.9495623,"Intersection 26045"
-60.629119,-32.9629656,"Intersection 26046"
-60.6291184,-32.9479849,"Intersection 26047"
-60.6291076,-33.029337,"Intersection 26048"
-60.6291067,-32.9572288,"Intersection 26049"
-60.6291045,-33.0254371,"Intersection 26050"
-60.6290954,-33.020141,"Intersection 26051"
-60.6290831,-32.9471347,"Intersection 26052"
-60.6290826,-32.9797835,"Intersection 26053"
-60.629081,-32.9982045,"Intersection 26054"
-60.6290787,-32.9483416,"Intersection 26055"
-60.6290737,-32.947222,"Intersection 26056"
-60.6290681,-33.0210624,"Intersection 26057"
-60.6290524,-32.9986686,"Intersection 26058"
-60.6290522,-33.0293796,"Intersection 26059"
-60.6290509,-32.9475662,"Intersection 26060"
-60.6290468,-32.9987596,"Intersection 26061"
-60.6290401,-33.0155952,"Intersection 26062"
-60.6290336,-33.0243478,"Intersection 26063"
-60.6290306,-33.0244087,"Intersection 26064"
-60.6290254,-32.9471015,"Intersection 26065"
-60.6290218,-32.9991632,"Intersection 26066"
-60.6290154,-32.9738312,"Intersection 26067"
-60.6290034,-32.9461244,"Intersection 26068"
-60.6289826,-32.9982016,"Intersection 26069"
-60.6289821,-32.9463558,"Intersection 26070"
-60.6289808,-33.026743,"Intersection 26071"
-60.6289802,-33.025443,"Intersection 26072"
-60.6289789,-32.950823,"Intersection 26073"
-60.6289787,-33.0254744,"Intersection 26074"
-60.6289696,-32.9485202,"Intersection 26075"
-60.6289668,-32.948491,"Intersection 26076"
-60.6289625,-32.9704867,"Intersection 26077"
-60.628956,-32.946335,"Intersection 26078"
-60.628955,-32.9986653,"Intersection 26079"
-60.6289495,-32.9987564,"Intersection 26080"
-60.6289413,-32.970402,"Intersection 26081"
-60.6289413,-32.9486736,"Intersection 26082"
-60.6289309,-33.03077,"Intersection 26083"
-60.6289271,-32.9829102,"Intersection 26084"
-60.6289254,-32.9991589,"Intersection 26085"
-60.628925,-33.0322357,"Intersection 26086"
-60.6289193,-33.0235105,"Intersection 26087"
-60.6289098,-33.0024507,"Intersection 26088"
-60.6289047,-32.9702555,"Intersection 26089"
-60.6289,-33.0266451,"Intersection 26090"
-60.6288993,-32.94629,"Intersection 26091"
-60.6288895,-32.9486515,"Intersection 26092"
-60.6288834,-32.967827,"Intersection 26093"
-60.6288779,-32.9965045,"Intersection 26094"
-60.6288764,-32.9483169,"Intersection 26095"
-60.6288671,-32.98461,"Intersection 26096"
-60.6288658,-32.9472064,"Intersection 26097"
-60.6288544,-33.0219926,"Intersection 26098"
-60.6288457,-33.0281624,"Intersection 26099"
-60.6288439,-33.0036636,"Intersection 26100"
-60.6288436,-32.9618461,"Intersection 26101"
-60.6288135,-32.9484833,"Intersection 26102"
-60.6288112,-32.9498608,"Intersection 26103"
-60.6288084,-32.995261,"Intersection 26104"
-60.6287972,-32.9823755,"Intersection 26105"
-60.6287947,-32.9496241,"Intersection 26106"
-60.628793,-32.9965017,"Intersection 26107"
-60.6287911,-32.9497415,"Intersection 26108"
-60.6287894,-32.9558706,"Intersection 26109"
-60.6287845,-32.9495697,"Intersection 26110"
-60.6287831,-32.9786453,"Intersection 26111"
-60.6287772,-32.9822878,"Intersection 26112"
-60.6287733,-32.9495138,"Intersection 26113"
-60.6287714,-33.0046659,"Intersection 26114"
-60.6287602,-32.9499093,"Intersection 26115"
-60.6287579,-32.9943194,"Intersection 26116"
-60.6287558,-32.9478657,"Intersection 26117"
-60.6287241,-32.9479249,"Intersection 26118"
-60.628724,-32.9952581,"Intersection 26119"
-60.6287232,-32.9484595,"Intersection 26120"
-60.6287159,-33.0236906,"Intersection 26121"
-60.6287142,-32.9726561,"Intersection 26122"
-60.6287116,-32.9492771,"Intersection 26123"
-60.6286984,-32.9498,"Intersection 26124"
-60.6286966,-32.9933987,"Intersection 26125"
-60.6286891,-32.9931709,"Intersection 26126"
-60.628674,-32.9943169,"Intersection 26127"
-60.6286722,-32.9480256,"Intersection 26128"
-60.6286643,-32.9495906,"Intersection 26129"
-60.6286635,-32.9941473,"Intersection 26130"
-60.6286612,-32.9499648,"Intersection 26131"
-60.6286556,-32.9925511,"Intersection 26132"
-60.6286467,-32.9938774,"Intersection 26133"
-60.6286433,-32.9492761,"Intersection 26134"
-60.6286329,-32.9921832,"Intersection 26135"
-60.6286318,-32.9936366,"Intersection 26136"
-60.6286295,-32.9780235,"Intersection 26137"
-60.6286247,-32.9481238,"Intersection 26138"
-60.6286232,-32.9458966,"Intersection 26139"
-60.6286189,-33.0196738,"Intersection 26140"
-60.6286152,-32.9495452,"Intersection 26141"
-60.6286125,-32.993395,"Intersection 26142"
-60.6286004,-32.9494101,"Intersection 26143"
-60.6285924,-33.0049619,"Intersection 26144"
-60.6285924,-32.971172,"Intersection 26145"
-60.6285924,-32.9666644,"Intersection 26146"
-60.6285886,-32.9482716,"Intersection 26147"
-60.6285881,-32.9489751,"Intersection 26148"
-60.6285873,-32.9913779,"Intersection 26149"
-60.6285842,-32.9834854,"Intersection 26150"
-60.6285692,-32.9925479,"Intersection 26151"
-60.6285678,-32.9508256,"Intersection 26152"
-60.6285632,-32.9607063,"Intersection 26153"
-60.6285565,-32.9908354,"Intersection 26154"
-60.6285541,-32.9506232,"Intersection 26155"
-60.6285434,-32.9499322,"Intersection 26156"
-60.6285372,-32.9484109,"Intersection 26157"
-60.6285337,-32.9511784,"Intersection 26158"
-60.6285318,-32.9815855,"Intersection 26159"
-60.6285261,-32.9500405,"Intersection 26160"
-60.6285248,-33.0269315,"Intersection 26161"
-60.6285226,-32.9546685,"Intersection 26162"
-60.6285167,-32.9981878,"Intersection 26163"
-60.6285143,-32.9900914,"Intersection 26164"
-60.628513,-33.016402,"Intersection 26165"
-60.628504,-32.9913791,"Intersection 26166"
-60.6284974,-32.977485,"Intersection 26167"
-60.6284968,-33.0318775,"Intersection 26168"
-60.6284953,-33.0223476,"Intersection 26169"
-60.6284843,-32.9895079,"Intersection 26170"
-60.6284732,-32.9908323,"Intersection 26171"
-60.6284693,-33.0173111,"Intersection 26172"
-60.6284687,-32.9991314,"Intersection 26173"
-60.628462,-32.9992992,"Intersection 26174"
-60.6284579,-32.950065,"Intersection 26175"
-60.6284427,-32.94995,"Intersection 26176"
-60.6284393,-32.9505316,"Intersection 26177"
-60.6284312,-32.9900889,"Intersection 26178"
-60.6284258,-32.9715043,"Intersection 26179"
-60.6284198,-32.9882885,"Intersection 26180"
-60.6284172,-33.0223182,"Intersection 26181"
-60.6284171,-32.9494908,"Intersection 26182"
-60.6284023,-32.9511441,"Intersection 26183"
-60.6283985,-32.9895152,"Intersection 26184"
-60.6283848,-32.9499458,"Intersection 26185"
-60.6283702,-32.9500437,"Intersection 26186"
-60.6283546,-32.948185,"Intersection 26187"
-60.6283535,-32.9871236,"Intersection 26188"
-60.6283518,-32.9493451,"Intersection 26189"
-60.6283327,-32.9883044,"Intersection 26190"
-60.6283308,-33.0270605,"Intersection 26191"
-60.6283143,-32.9864806,"Intersection 26192"
-60.62831,-32.9476145,"Intersection 26193"
-60.6283069,-32.9655233,"Intersection 26194"
-60.6282977,-32.959627,"Intersection 26195"
-60.6282908,-32.9500276,"Intersection 26196"
-60.6282858,-33.0286029,"Intersection 26197"
-60.6282813,-32.9874597,"Intersection 26198"
-60.6282746,-32.985891,"Intersection 26199"
-60.6282725,-32.9595229,"Intersection 26200"
-60.6282629,-32.9871361,"Intersection 26201"
-60.6282412,-32.9867555,"Intersection 26202"
-60.6282408,-32.9517718,"Intersection 26203"
-60.6282391,-32.9534774,"Intersection 26204"
-60.6282353,-32.9503743,"Intersection 26205"
-60.6282317,-32.9495681,"Intersection 26206"
-60.6282284,-33.0286481,"Intersection 26207"
-60.628222,-33.0052943,"Intersection 26208"
-60.628219,-32.9706388,"Intersection 26209"
-60.6282027,-32.9521839,"Intersection 26210"
-60.6282019,-32.9847293,"Intersection 26211"
-60.6282016,-32.976314,"Intersection 26212"
-60.6282005,-32.9705706,"Intersection 26213"
-60.6282001,-32.9860357,"Intersection 26214"
-60.6281925,-32.9859022,"Intersection 26215"
-60.6281897,-33.0242749,"Intersection 26216"
-60.6281865,-32.9498127,"Intersection 26217"
-60.6281664,-32.9497543,"Intersection 26218"
-60.6281596,-32.9853249,"Intersection 26219"
-60.6281525,-33.0191509,"Intersection 26220"
-60.6281516,-32.9703872,"Intersection 26221"
-60.6281487,-32.9499895,"Intersection 26222"
-60.6281438,-33.0300821,"Intersection 26223"
-60.628138,-32.9510751,"Intersection 26224"
-60.628135,-32.9522678,"Intersection 26225"
-60.6281294,-32.9480729,"Intersection 26226"
-60.6281286,-32.9835683,"Intersection 26227"
-60.628127,-32.9702967,"Intersection 26228"
-60.6281264,-32.9847428,"Intersection 26229"
-60.6281219,-32.971559,"Intersection 26230"
-60.628101,-32.9481583,"Intersection 26231"
-60.6280908,-33.005191,"Intersection 26232"
-60.62809,-33.0201078,"Intersection 26233"
-60.6280898,-33.0272493,"Intersection 26234"
-60.6280892,-32.9496675,"Intersection 26235"
-60.6280853,-32.9523598,"Intersection 26236"
-60.628084,-32.9497149,"Intersection 26237"
-60.6280767,-32.9528994,"Intersection 26238"
-60.6280732,-32.9824121,"Intersection 26239"
-60.6280671,-32.9822959,"Intersection 26240"
-60.6280641,-32.9835801,"Intersection 26241"
-60.6280635,-32.9482511,"Intersection 26242"
-60.6280611,-32.9498716,"Intersection 26243"
-60.6280596,-33.0013564,"Intersection 26244"
-60.6280522,-32.9921483,"Intersection 26245"
-60.6280507,-33.032968,"Intersection 26246"
-60.628049,-33.0314751,"Intersection 26247"
-60.6280487,-32.9643642,"Intersection 26248"
-60.6280359,-32.9483103,"Intersection 26249"
-60.6280344,-32.9925286,"Intersection 26250"
-60.6280296,-32.9815778,"Intersection 26251"
-60.6280282,-32.9520938,"Intersection 26252"
-60.6280169,-32.9812127,"Intersection 26253"
-60.6280146,-33.0242749,"Intersection 26254"
-60.6280143,-33.0024229,"Intersection 26255"
-60.6280141,-32.9498577,"Intersection 26256"
-60.6280108,-32.9727858,"Intersection 26257"
-60.6280096,-32.9483783,"Intersection 26258"
-60.6280065,-32.9952338,"Intersection 26259"
-60.6280063,-33.0330376,"Intersection 26260"
-60.6280033,-32.9510399,"Intersection 26261"
-60.6280025,-32.9933804,"Intersection 26262"
-60.6279937,-32.9824263,"Intersection 26263"
-60.6279935,-32.9583684,"Intersection 26264"
-60.6279902,-32.9823667,"Intersection 26265"
-60.6279866,-32.9823071,"Intersection 26266"
-60.6279834,-32.9484445,"Intersection 26267"
-60.6279761,-32.947556,"Intersection 26268"
-60.6279716,-33.0243107,"Intersection 26269"
-60.6279542,-33.0329639,"Intersection 26270"
-60.6279528,-32.9964754,"Intersection 26271"
-60.6279478,-32.9806878,"Intersection 26272"
-60.6279432,-32.9522997,"Intersection 26273"
-60.6279337,-32.9524667,"Intersection 26274"
-60.6279313,-32.9812149,"Intersection 26275"
-60.6279213,-33.0242749,"Intersection 26276"
-60.6279175,-32.9752163,"Intersection 26277"
-60.627911,-32.9711353,"Intersection 26278"
-60.6278689,-33.0254369,"Intersection 26279"
-60.6278679,-32.9525444,"Intersection 26280"
-60.6278444,-32.9913636,"Intersection 26281"
-60.6278408,-33.023005,"Intersection 26282"
-60.6278393,-33.021012,"Intersection 26283"
-60.6278314,-32.9522827,"Intersection 26284"
-60.627831,-32.9691885,"Intersection 26285"
-60.6278173,-32.9920624,"Intersection 26286"
-60.6278156,-32.9921416,"Intersection 26287"
-60.6278043,-32.980015,"Intersection 26288"
-60.627791,-33.0222906,"Intersection 26289"
-60.6277901,-32.9523142,"Intersection 26290"
-60.6277739,-32.9866361,"Intersection 26291"
-60.6277722,-33.0327703,"Intersection 26292"
-60.6277648,-32.9524543,"Intersection 26293"
-60.627764,-32.9746182,"Intersection 26294"
-60.6277595,-33.0329555,"Intersection 26295"
-60.6277548,-33.0330269,"Intersection 26296"
-60.6277525,-32.9632073,"Intersection 26297"
-60.6277518,-32.9573933,"Intersection 26298"
-60.6277484,-32.9716259,"Intersection 26299"
-60.6277365,-33.0229983,"Intersection 26300"
-60.6277273,-33.0163751,"Intersection 26301"
-60.6277245,-32.9824252,"Intersection 26302"
-60.6277139,-32.9800263,"Intersection 26303"
-60.6277117,-32.9524126,"Intersection 26304"
-60.6277026,-32.9479298,"Intersection 26305"
-60.627701,-33.0172863,"Intersection 26306"
-60.6276932,-33.033707,"Intersection 26307"
-60.6276817,-32.9798886,"Intersection 26308"
-60.6276813,-32.9523929,"Intersection 26309"
-60.6276764,-33.0344036,"Intersection 26310"
-60.6276712,-33.0243002,"Intersection 26311"
-60.6276668,-32.9524527,"Intersection 26312"
-60.6276647,-33.0243603,"Intersection 26313"
-60.6276257,-32.9740793,"Intersection 26314"
-60.6276241,-32.9478903,"Intersection 26315"
-60.6276227,-33.0351288,"Intersection 26316"
-60.6275905,-33.0326014,"Intersection 26317"
-60.6275851,-33.0250973,"Intersection 26318"
-60.6275774,-32.9794882,"Intersection 26319"
-60.6275717,-33.0243499,"Intersection 26320"
-60.6275664,-33.0191311,"Intersection 26321"
-60.6275564,-33.023151,"Intersection 26322"
-60.6275487,-32.9495472,"Intersection 26323"
-60.6275411,-32.9764292,"Intersection 26324"
-60.6275309,-32.9680669,"Intersection 26325"
-60.6275303,-32.9706458,"Intersection 26326"
-60.62752,-33.0195643,"Intersection 26327"
-60.6275104,-32.9482954,"Intersection 26328"
-60.627506,-33.0234087,"Intersection 26329"
-60.6275025,-33.0254253,"Intersection 26330"
-60.6274967,-32.9705055,"Intersection 26331"
-60.6274959,-32.9482349,"Intersection 26332"
-60.6274749,-32.9925084,"Intersection 26333"
-60.6274676,-32.9620944,"Intersection 26334"
-60.6274449,-32.9764459,"Intersection 26335"
-60.6274421,-32.9526052,"Intersection 26336"
-60.6274336,-32.9561097,"Intersection 26337"
-60.6274325,-32.9913541,"Intersection 26338"
-60.6274295,-32.9933666,"Intersection 26339"
-60.6274215,-32.9788895,"Intersection 26340"
-60.6274188,-32.9921304,"Intersection 26341"
-60.6274131,-32.9483985,"Intersection 26342"
-60.6273999,-32.9524674,"Intersection 26343"
-60.6273999,-32.9523661,"Intersection 26344"
-60.6273949,-32.9523961,"Intersection 26345"
-60.6273934,-32.9524394,"Intersection 26346"
-60.627389,-33.0233887,"Intersection 26347"
-60.6273873,-33.0277999,"Intersection 26348"
-60.6273821,-32.9495544,"Intersection 26349"
-60.6273788,-33.0252259,"Intersection 26350"
-60.6273656,-32.948497,"Intersection 26351"
-60.627364,-32.9837074,"Intersection 26352"
-60.6273636,-32.9482263,"Intersection 26353"
-60.627355,-33.0278252,"Intersection 26354"
-60.6273481,-33.029352,"Intersection 26355"
-60.6273395,-32.9485674,"Intersection 26356"
-60.6273375,-32.9729098,"Intersection 26357"
-60.6273317,-32.9482764,"Intersection 26358"
-60.627327,-32.9964559,"Intersection 26359"
-60.6273213,-32.952386,"Intersection 26360"
-60.6273091,-32.9522136,"Intersection 26361"
-60.627302,-32.9971462,"Intersection 26362"
-60.6272966,-32.9495093,"Intersection 26363"
-60.6272868,-32.9483473,"Intersection 26364"
-60.6272809,-32.9981525,"Intersection 26365"
-60.6272804,-32.9522451,"Intersection 26366"
-60.6272748,-33.0307792,"Intersection 26367"
-60.6272679,-32.9497529,"Intersection 26368"
-60.627262,-32.9753396,"Intersection 26369"
-60.6272502,-32.9484355,"Intersection 26370"
-60.6272412,-32.9521678,"Intersection 26371"
-60.6272389,-32.9669049,"Intersection 26372"
-60.6272347,-32.9522918,"Intersection 26373"
-60.6272234,-32.999243,"Intersection 26374"
-60.6272219,-32.9521855,"Intersection 26375"
-60.6272182,-32.9485242,"Intersection 26376"
-60.6272131,-32.9490273,"Intersection 26377"
-60.6272055,-32.948593,"Intersection 26378"
-60.6272003,-32.9488223,"Intersection 26379"
-60.627191,-33.0002714,"Intersection 26380"
-60.6271744,-32.9609489,"Intersection 26381"
-60.6271701,-32.9499294,"Intersection 26382"
-60.6271682,-32.9753567,"Intersection 26383"
-60.6271682,-32.9476128,"Intersection 26384"
-60.6271579,-33.0013246,"Intersection 26385"
-60.6271518,-32.9523526,"Intersection 26386"
-60.6271415,-33.0322007,"Intersection 26387"
-60.6271364,-32.9549103,"Intersection 26388"
-60.627128,-32.9520986,"Intersection 26389"
-60.6271191,-32.9777254,"Intersection 26390"
-60.6271073,-32.9747353,"Intersection 26391"
-60.6271014,-32.9913464,"Intersection 26392"
-60.6270921,-32.9825331,"Intersection 26393"
-60.62709,-32.966312,"Intersection 26394"
-60.6270781,-32.9921208,"Intersection 26395"
-60.627077,-32.9920388,"Intersection 26396"
-60.6270634,-32.9523212,"Intersection 26397"
-60.6270599,-32.948345,"Intersection 26398"
-60.6270537,-32.9846895,"Intersection 26399"
-60.6270519,-32.9717508,"Intersection 26400"
-60.6270356,-32.9520292,"Intersection 26401"
-60.6270146,-32.9747515,"Intersection 26402"
-60.6270112,-32.949416,"Intersection 26403"
-60.6269839,-33.0158358,"Intersection 26404"
-60.6269832,-33.0243367,"Intersection 26405"
-60.6269782,-32.954272,"Intersection 26406"
-60.6269717,-32.9522269,"Intersection 26407"
-60.6269709,-32.9742025,"Intersection 26408"
-60.626963,-32.9933554,"Intersection 26409"
-60.6269615,-33.0163512,"Intersection 26410"
-60.6269515,-32.9657607,"Intersection 26411"
-60.6269497,-32.9935751,"Intersection 26412"
-60.6269474,-33.0323559,"Intersection 26413"
-60.6269343,-32.9938303,"Intersection 26414"
-60.626934,-33.0242745,"Intersection 26415"
-60.6269241,-32.9921164,"Intersection 26416"
-60.6269219,-33.0172614,"Intersection 26417"
-60.6269189,-32.9940849,"Intersection 26418"
-60.6269135,-32.9924881,"Intersection 26419"
-60.6269118,-32.9598751,"Intersection 26420"
-60.626908,-32.9942652,"Intersection 26421"
-60.6269075,-32.9943471,"Intersection 26422"
-60.6268932,-33.022251,"Intersection 26423"
-60.6268931,-33.0226149,"Intersection 26424"
